"","Stem","wk1","wk2","wk3","wk4","wk5","wk6","wk7","wk8","wk9","wk10","wk11","wk12","wk13","wk14","wk15","wk16","wk17","wk18","wk19","wk20","wk21","wk22","wk23","wk24","wk25","wk26","wk27","wk28","wk29","wk30","wk31","wk32","wk33","wk34","wk35","wk36","wk37","wk38","wk39","wk40","wk41","wk42","wk43","wk44","wk45","wk46","wk47","wk48","wk49","wk50","wk51","wk52"
"RELATIONSCAN","RELATIONSCAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"RELATIONSGIVEN","RELATIONSGIVEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RELATIONSHIP","RELATIONSHIP",6,7,2,2,1,5,6,0,6,1,6,8,3,1,2,5,1,2,1,3,2,3,4,0,7,6,1,8,0,2,2,0,3,5,3,6,5,4,12,2,10,10,6,13,8,1,3,4,5,0,8,1
"RELAX","RELAX",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"RELEAS","RELEAS",0,0,0,4,4,0,3,1,0,2,1,0,1,0,3,3,1,3,0,0,1,3,1,0,2,0,1,3,3,0,1,0,2,0,0,0,2,0,1,0,3,3,0,0,3,3,2,0,0,5,1,4
"RELEG","RELEG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RELENT","RELENT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RELENTLESS","RELENTLESS",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"RELEV","RELEV",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,1,1,0,0,1,0,0
"RELIABL","RELIABL",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RELIANC","RELIANC",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"RELIANT","RELIANT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"RELIC","RELIC",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
"RELI","RELI",1,1,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,2,0,1,0,1,0,0,0,3,1,2,1,1,0,0,1,1,0,0,1,0,2,0,1,0,0,0,0,0,0,2,0,2,1,1
"RELIEF","RELIEF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1
"RELIEV","RELIEV",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RELIGION","RELIGION",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"RELIGI","RELIGI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
"RELINQUISH","RELINQUISH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RELIV","RELIV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"RELOC","RELOC",0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2
"RELUCT","RELUCT",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"REMAIN","REMAIN",2,2,0,2,3,0,1,0,4,5,1,3,2,6,8,4,1,2,4,4,14,4,3,4,0,3,6,6,7,7,8,4,2,3,2,2,0,2,7,0,16,10,5,11,8,8,5,0,1,7,9,3
"REMAK","REMAK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"REMAP","REMAP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"REMARK","REMARK",1,1,1,1,2,1,0,1,2,0,2,0,1,1,2,1,0,1,1,3,1,2,0,0,0,2,1,3,5,0,3,1,1,1,0,1,4,2,1,0,3,1,2,3,0,8,3,0,3,4,4,5
"REMEDI","REMEDI",1,0,0,1,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"REMEMB","REMEMB",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,2,0,0,0
"REMIND","REMIND",0,0,0,0,1,1,1,0,0,2,1,6,0,0,1,0,0,0,0,1,0,0,1,1,2,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"REMINISC","REMINISC",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"REMISS","REMISS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"REMORSELESS","REMORSELESS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"REMOT","REMOT",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
"REMOV","REMOV",0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,2,1,2,0,0,1,0,1,0,1,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,1,0
"RENAM","RENAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RENDER","RENDER",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"RENEG","RENEG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"RENEGOTI","RENEGOTI",0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,2,0,0,0,2,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
"RENEW","RENEW",0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2
"RENMIN","RENMIN",0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,2,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0
"RENMINBI","RENMINBI",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RENOUNC","RENOUNC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RENOV","RENOV",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RENOWN","RENOWN",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RENT","RENT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RENTAL","RENTAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"REOPEN","REOPEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"REPACKAG","REPACKAG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"REPAIR","REPAIR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
"REPAR","REPAR",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"REPATRI","REPATRI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"REPAY","REPAY",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"REPEAL","REPEAL",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"REPEAT","REPEAT",1,1,0,2,1,1,0,0,1,3,2,2,2,3,2,1,0,0,0,3,0,5,0,0,1,0,1,3,1,0,2,1,2,0,2,0,0,0,3,0,6,4,2,1,3,0,0,1,2,2,1,0
"REPERCUSS","REPERCUSS",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"REPLAC","REPLAC",1,2,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,4,0,0,0,0,2,1,1,0,1,0,0,0,1,1,4,0,1,0,4,0,1,1,1,0
"REPLANT","REPLANT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"REPLAY","REPLAY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"REPLIC","REPLIC",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"REPLI","REPLI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"REPORT","REPORT",4,7,0,11,8,4,4,5,2,15,1,7,8,3,27,8,3,28,2,2,3,7,0,0,3,5,2,12,25,30,7,5,0,3,5,1,5,1,6,0,6,9,4,3,0,4,1,3,2,2,4,7
"REPOSIT","REPOSIT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"REPRES","REPRES",4,3,1,0,4,1,1,0,1,2,5,7,6,3,12,1,0,4,0,2,0,4,2,2,3,2,2,6,5,4,2,0,2,6,0,1,2,6,4,1,5,2,2,3,3,3,4,1,0,3,2,0
"REPRESENT","REPRESENT",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"REPRESS","REPRESS",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"REPRODUC","REPRODUC",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"REPRODUCT","REPRODUCT",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"REPUBL","REPUBL",1,1,0,2,1,3,1,1,0,0,0,3,0,3,0,1,1,0,5,7,3,3,1,2,2,3,3,2,2,1,1,3,3,1,6,4,2,0,1,0,0,2,3,2,2,4,6,1,2,1,1,1
"REPUBLICAN","REPUBLICAN",0,2,0,0,0,0,1,1,0,0,1,4,0,2,4,2,0,0,3,0,0,1,0,0,0,0,5,0,1,1,0,0,0,2,0,0,1,4,0,0,4,3,0,2,5,0,1,2,0,1,2,0
"REPUT","REPUT",0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"REQUEST","REQUEST",1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,3,1,0
"REQUIR","REQUIR",1,1,0,1,3,0,0,0,1,2,0,1,3,2,3,1,1,1,0,0,4,4,2,1,0,2,2,3,4,2,4,1,3,0,1,2,5,1,5,0,6,1,1,3,0,2,3,1,8,7,3,1
"RESCIND","RESCIND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RESCU","RESCU",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RESEARCH","RESEARCH",3,2,1,2,3,2,0,4,1,2,1,7,9,5,15,8,4,6,0,3,2,2,0,1,3,2,3,10,7,3,8,4,8,4,3,6,3,3,3,0,9,4,14,11,2,9,9,2,5,3,5,11
"RESEMBL","RESEMBL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RESENT","RESENT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"RESERV","RESERV",1,0,0,2,2,0,0,0,4,1,1,1,2,0,1,0,0,0,0,0,2,4,1,4,0,2,0,12,1,0,0,0,2,1,5,0,12,0,1,0,8,0,1,1,2,1,2,0,0,1,1,0
"RESERVOIR","RESERVOIR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"RESET","RESET",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0
"RESHAP","RESHAP",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"RESHOR","RESHOR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"RESHUFFL","RESHUFFL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RESID","RESID",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,3,0,1,0,0,0,0,0,0,2,0,0,1,1,1,1,5,1,0,4,2
"RESIDENTI","RESIDENTI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RESIDU","RESIDU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RESIGN","RESIGN",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"RESILI","RESILI",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,1,4,2,1,0,0,2,1,0,0,0,2,0,0,2,1,0,0,0,1,0,0,0,1,0,0
"RESIST","RESIST",0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,1,0,0,0,0,0,0,0,10,0,2,0,2,1,1,0,1,0,2,0,0,1,1,0
"RESKIL","RESKIL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RESOLUT","RESOLUT",0,0,1,0,0,2,0,0,1,0,0,3,1,0,1,1,0,0,0,1,0,0,0,0,8,1,3,3,0,2,1,0,1,0,1,1,0,0,2,0,0,0,1,0,2,0,0,2,0,0,1,1
"RESOLV","RESOLV",4,0,2,0,2,0,0,0,3,0,1,6,5,8,9,1,0,7,5,3,1,2,3,3,1,9,4,7,4,0,1,5,4,3,2,0,5,6,5,2,3,3,4,3,3,1,1,2,12,3,1,1
"RESON","RESON",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"RESORT","RESORT",0,0,0,0,0,1,0,0,0,0,2,2,1,2,6,3,0,2,0,0,0,0,0,0,1,4,2,2,2,1,0,0,0,1,1,3,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,1
"RESOUND","RESOUND",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"RESOURC","RESOURC",1,1,2,0,0,2,3,0,1,0,3,3,0,0,10,1,2,5,0,1,7,2,0,1,0,0,3,0,2,2,1,2,5,0,0,6,5,2,1,0,3,1,6,0,1,4,5,0,3,2,5,2
"RESPECT","RESPECT",2,3,0,1,0,1,4,0,5,1,1,1,2,1,3,2,3,3,2,7,0,3,4,1,4,3,0,6,3,1,2,2,3,2,0,1,2,1,7,1,5,4,2,0,1,5,2,0,7,1,4,1
"RESPIT","RESPIT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RESPOND","RESPOND",0,0,0,2,1,0,0,0,0,1,1,2,1,1,10,1,2,1,1,2,0,2,0,0,2,3,1,1,5,2,2,3,3,1,1,0,2,2,6,1,3,0,1,1,1,0,0,0,0,2,3,0
"RESPONS","RESPONS",1,0,0,3,4,0,0,1,1,3,4,10,8,9,12,2,3,1,0,8,5,4,1,1,9,6,0,4,6,2,4,5,6,2,6,2,5,5,12,3,6,4,3,3,7,3,5,4,2,1,9,3
"REST","REST",2,1,1,6,3,1,0,0,2,3,4,1,4,0,4,0,1,2,0,4,3,1,4,0,3,6,6,3,4,5,0,2,2,1,0,2,4,2,2,0,1,2,3,3,0,2,3,1,4,0,4,1
"RESTART","RESTART",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0
"RESTOR","RESTOR",0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,1,0,1,0,0,1
"RESTRAIN","RESTRAIN",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"RESTRAINT","RESTRAINT",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
"RESTRICT","RESTRICT",3,0,0,2,1,0,0,0,0,2,3,12,11,5,7,4,1,6,1,3,1,2,1,0,1,8,2,7,3,7,7,5,4,2,2,2,0,0,0,0,4,3,2,3,4,4,4,0,0,4,3,3
"RESTRICT ON","RESTRICT ON",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RESTRUCTUR","RESTRUCTUR",0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
"RESULT","RESULT",4,3,2,8,5,0,2,1,1,1,4,6,10,8,13,2,0,4,4,7,1,5,4,1,5,3,6,9,7,4,8,2,5,2,3,5,2,5,7,1,8,7,8,3,12,4,7,2,2,1,5,7
"RESUM","RESUM",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"RESUMPT","RESUMPT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"RESURG","RESURG",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1
"RESURRECT","RESURRECT",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RETAIL","RETAIL",0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0,1,2,1,0,0,1,0,0,4,0,0,0,0,0,2,1,0,1,0,2,0,0,0,0,0,0,0,1,0
"RETAIN","RETAIN",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0
"RETALI","RETALI",1,0,0,0,0,1,0,1,0,2,3,9,2,3,4,2,0,2,0,2,0,1,1,3,4,3,4,0,1,2,1,3,3,3,2,0,0,2,1,1,1,0,2,1,4,0,0,0,0,0,1,0
"RETALIATORI","RETALIATORI",0,0,0,1,2,0,0,0,1,1,1,1,1,2,0,0,0,0,0,1,0,5,2,2,3,2,2,1,1,4,2,2,4,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
